TransactionID,CompletedDate
30009,2020-03-05 00:00:00.000
30010,2020-04-08 00:00:00.000
30011,2020-05-05 00:00:00.000
30012,2020-06-07 00:00:00.000
30013,2020-07-05 00:00:00.000
30014,2020-08-05 00:00:00.000
30015,2020-09-08 00:00:00.000
30016,2020-10-09 00:00:00.000
30017,2020-11-08 00:00:00.000
30018,2020-12-06 00:00:00.000
30019,2021-01-08 00:00:00.000
30020,2021-02-06 00:00:00.000
30021,2021-03-06 00:00:00.000
30022,2021-04-07 00:00:00.000
30023,2021-05-06 00:00:00.000
30024,2021-06-05 00:00:00.000
30025,2021-07-08 00:00:00.000
30026,2021-08-06 00:00:00.000
30027,2021-09-07 00:00:00.000
30028,2021-10-06 00:00:00.000
30029,2021-11-09 00:00:00.000
30030,2021-12-08 00:00:00.000
30040,2019-10-11 00:00:00.000
30041,2019-11-09 00:00:00.000
30042,2019-12-08 00:00:00.000
30043,2020-01-10 00:00:00.000
30044,2020-02-09 00:00:00.000
30045,2020-03-10 00:00:00.000
30046,2020-04-07 00:00:00.000
30047,2020-05-10 00:00:00.000
30048,2020-06-08 00:00:00.000
30049,2020-07-10 00:00:00.000
30050,2020-08-07 00:00:00.000
30051,2020-09-09 00:00:00.000
30052,2020-10-07 00:00:00.000
30053,2020-11-11 00:00:00.000
30054,2020-12-10 00:00:00.000
30055,2021-01-07 00:00:00.000
30056,2021-02-11 00:00:00.000
30057,2021-03-07 00:00:00.000
30058,2021-04-10 00:00:00.000
30059,2021-05-09 00:00:00.000
30060,2021-06-10 00:00:00.000
30061,2021-07-11 00:00:00.000
30062,2021-08-10 00:00:00.000
30063,2021-09-10 00:00:00.000
30064,2021-10-07 00:00:00.000
30065,2021-11-10 00:00:00.000
30066,2021-12-10 00:00:00.000
30076,2019-10-20 00:00:00.000
30077,2019-11-28 00:00:00.000
30078,2019-12-10 00:00:00.000
30079,2020-01-23 00:00:00.000
30080,2020-02-19 00:00:00.000
30081,2020-02-26 00:00:00.000
30082,2020-04-17 00:00:00.000
30083,2020-05-16 00:00:00.000
30084,2020-06-20 00:00:00.000
30085,2020-07-15 00:00:00.000
30086,2020-08-13 00:00:00.000
30087,2020-09-13 00:00:00.000
30088,2020-10-13 00:00:00.000
30089,2020-11-12 00:00:00.000
30090,2020-12-13 00:00:00.000
30091,2021-01-16 00:00:00.000
30092,2021-02-14 00:00:00.000
30093,2021-03-16 00:00:00.000
30094,2021-04-12 00:00:00.000
30095,2021-05-16 00:00:00.000
30096,2021-06-13 00:00:00.000
30097,2021-07-12 00:00:00.000
30098,2021-08-21 00:00:00.000
30099,2021-08-27 00:00:00.000
30100,2021-10-19 00:00:00.000
30101,2021-11-16 00:00:00.000
30102,2021-12-22 00:00:00.000
30105,2021-06-04 00:00:00.000
30107,2020-01-10 00:00:00.000
30108,2021-01-23 00:00:00.000
30109,2019-12-20 00:00:00.000
30110,2020-12-26 00:00:00.000
30111,2021-12-18 00:00:00.000
30112,2019-12-10 00:00:00.000
30116,2020-06-20 00:00:00.000
30117,2020-12-15 00:00:00.000
30118,2020-04-10 00:00:00.000
30119,2020-05-22 00:00:00.000
30120,2020-08-30 00:00:00.000
30121,2020-04-18 00:00:00.000
30122,2020-02-21 00:00:00.000
30123,2021-11-07 00:00:00.000
30124,2021-09-18 00:00:00.000
30134,2019-10-02 00:00:00.000
30135,2019-11-04 00:00:00.000
30136,2019-11-30 00:00:00.000
30137,2020-01-01 00:00:00.000
30138,2020-02-01 00:00:00.000
30139,2020-02-29 00:00:00.000
30140,2020-04-02 00:00:00.000
30141,2020-05-04 00:00:00.000
30142,2020-06-02 00:00:00.000
30143,2020-06-30 00:00:00.000
30144,2020-08-02 00:00:00.000
30145,2020-09-01 00:00:00.000
30146,2020-10-04 00:00:00.000
30147,2020-11-04 00:00:00.000
30148,2020-12-01 00:00:00.000
30149,2021-01-03 00:00:00.000
30150,2021-02-03 00:00:00.000
30151,2021-03-02 00:00:00.000
30152,2021-04-03 00:00:00.000
30153,2021-05-03 00:00:00.000
30154,2021-06-01 00:00:00.000
30155,2021-07-02 00:00:00.000
30156,2021-08-02 00:00:00.000
30157,2021-08-31 00:00:00.000
30158,2021-10-04 00:00:00.000
30159,2021-11-01 00:00:00.000
30160,2021-12-03 00:00:00.000
30161,2019-06-07 00:00:00.000
30162,2019-07-05 00:00:00.000
30163,2019-08-07 00:00:00.000
30164,2019-09-06 00:00:00.000
30165,2019-10-03 00:00:00.000
30166,2019-11-03 00:00:00.000
30167,2019-12-03 00:00:00.000
30168,2020-01-01 00:00:00.000
30169,2020-02-03 00:00:00.000
30170,2020-03-03 00:00:00.000
30171,2020-04-04 00:00:00.000
30172,2020-05-02 00:00:00.000
30173,2020-06-01 00:00:00.000
30174,2020-06-29 00:00:00.000
30175,2020-07-30 00:00:00.000
30176,2020-08-30 00:00:00.000
30177,2020-09-29 00:00:00.000
30178,2020-10-31 00:00:00.000
30179,2020-11-26 00:00:00.000
30180,2020-12-28 00:00:00.000
30181,2021-01-25 00:00:00.000
30182,2021-02-26 00:00:00.000
30183,2021-04-28 00:00:00.000
30184,2021-05-26 00:00:00.000
30185,2021-06-24 00:00:00.000
30186,2021-07-27 00:00:00.000
30187,2021-08-24 00:00:00.000
30188,2021-09-25 00:00:00.000
30189,2021-10-25 00:00:00.000
30190,2021-11-25 00:00:00.000
32642,2020-07-11 00:00:00.000
32643,2020-12-12 00:00:00.000
32645,2020-09-20 00:00:00.000
32646,2020-10-29 00:00:00.000
32647,2021-04-05 00:00:00.000
32648,2021-09-02 00:00:00.000
32649,2021-05-17 00:00:00.000
32667,2021-06-22 00:00:00.000
32668,2021-07-10 00:00:00.000
32669,2021-08-11 00:00:00.000
32670,2021-08-31 00:00:00.000
32671,2021-10-12 00:00:00.000
32672,2021-11-08 00:00:00.000
32673,2021-12-14 00:00:00.000
32681,2021-05-19 00:00:00.000
32686,2021-06-07 00:00:00.000
32688,2021-12-19 00:00:00.000
32697,2021-12-02 00:00:00.000
32698,2021-09-07 00:00:00.000
32716,2021-06-04 00:00:00.000
32717,2021-07-04 00:00:00.000
32718,2021-08-04 00:00:00.000
32719,2021-09-03 00:00:00.000
32720,2021-10-01 00:00:00.000
32721,2021-11-01 00:00:00.000
32722,2021-12-02 00:00:00.000
32723,2020-08-12 00:00:00.000
32724,2020-09-08 00:00:00.000
32725,2020-10-08 00:00:00.000
32726,2020-11-11 00:00:00.000
32727,2020-12-11 00:00:00.000
32728,2021-01-10 00:00:00.000
32729,2021-02-09 00:00:00.000
32730,2021-03-11 00:00:00.000
32731,2021-04-08 00:00:00.000
32732,2021-05-08 00:00:00.000
32733,2021-06-09 00:00:00.000
32734,2021-07-09 00:00:00.000
32735,2021-08-07 00:00:00.000
32736,2021-09-03 00:00:00.000
32737,2021-10-05 00:00:00.000
32738,2021-11-06 00:00:00.000
32739,2021-12-05 00:00:00.000
34076,2019-07-20 00:00:00.000
34084,2019-08-16 00:00:00.000
34085,2019-09-17 00:00:00.000
34086,2019-10-15 00:00:00.000
34087,2019-11-16 00:00:00.000
34088,2019-12-13 00:00:00.000
34089,2020-01-14 00:00:00.000
34090,2020-02-13 00:00:00.000
34091,2020-03-16 00:00:00.000
34092,2020-04-13 00:00:00.000
34093,2020-05-13 00:00:00.000
34094,2020-06-13 00:00:00.000
34095,2020-07-15 00:00:00.000
34096,2020-08-15 00:00:00.000
34097,2020-09-14 00:00:00.000
34098,2020-10-14 00:00:00.000
34099,2020-11-13 00:00:00.000
34100,2020-12-16 00:00:00.000
34101,2021-01-15 00:00:00.000
34102,2021-02-15 00:00:00.000
34103,2021-03-16 00:00:00.000
34104,2021-04-16 00:00:00.000
34105,2021-05-15 00:00:00.000
34106,2021-06-17 00:00:00.000
34107,2021-07-14 00:00:00.000
34108,2021-08-15 00:00:00.000
34109,2021-09-16 00:00:00.000
34110,2021-10-15 00:00:00.000
34111,2021-11-17 00:00:00.000
34112,2021-12-17 00:00:00.000
34125,2020-01-06 00:00:00.000
34126,2020-02-09 00:00:00.000
34127,2020-03-07 00:00:00.000
34128,2020-04-10 00:00:00.000
34129,2020-05-09 00:00:00.000
34130,2020-06-09 00:00:00.000
34131,2020-07-08 00:00:00.000
34132,2020-08-07 00:00:00.000
34133,2020-09-10 00:00:00.000
34134,2020-10-10 00:00:00.000
34135,2020-11-06 00:00:00.000
34136,2020-12-06 00:00:00.000
34137,2021-01-09 00:00:00.000
34138,2021-02-10 00:00:00.000
34139,2021-03-08 00:00:00.000
34140,2021-04-08 00:00:00.000
34141,2021-05-10 00:00:00.000
34142,2021-06-06 00:00:00.000
34143,2021-07-10 00:00:00.000
34144,2021-08-09 00:00:00.000
34145,2021-09-10 00:00:00.000
34146,2021-10-06 00:00:00.000
34147,2021-11-07 00:00:00.000
34148,2021-12-07 00:00:00.000
34161,2020-01-13 00:00:00.000
34162,2020-02-10 00:00:00.000
34163,2020-03-09 00:00:00.000
34164,2020-04-09 00:00:00.000
34165,2020-05-11 00:00:00.000
34166,2020-06-10 00:00:00.000
34167,2020-07-12 00:00:00.000
34168,2020-08-11 00:00:00.000
34169,2020-09-13 00:00:00.000
34170,2020-10-13 00:00:00.000
34171,2020-11-10 00:00:00.000
34172,2020-12-13 00:00:00.000
34173,2021-01-12 00:00:00.000
34174,2021-02-12 00:00:00.000
34175,2021-03-11 00:00:00.000
34176,2021-04-10 00:00:00.000
34177,2021-05-10 00:00:00.000
34178,2021-06-10 00:00:00.000
34179,2021-07-11 00:00:00.000
34180,2021-08-09 00:00:00.000
34181,2021-09-13 00:00:00.000
34182,2021-10-10 00:00:00.000
34183,2021-11-13 00:00:00.000
34184,2021-12-12 00:00:00.000
34197,2020-01-24 00:00:00.000
34198,2020-02-01 00:00:00.000
34199,2020-03-14 00:00:00.000
34200,2020-04-22 00:00:00.000
34201,2020-05-22 00:00:00.000
34202,2020-06-13 00:00:00.000
34203,2020-06-30 00:00:00.000
34204,2020-08-04 00:00:00.000
34205,2020-09-12 00:00:00.000
34206,2020-10-12 00:00:00.000
34207,2020-11-14 00:00:00.000
34208,2020-12-15 00:00:00.000
34209,2021-01-13 00:00:00.000
34210,2021-02-15 00:00:00.000
34211,2021-03-16 00:00:00.000
34212,2021-04-13 00:00:00.000
34213,2021-05-14 00:00:00.000
34214,2021-06-12 00:00:00.000
34215,2021-07-16 00:00:00.000
34216,2021-08-16 00:00:00.000
34217,2021-09-12 00:00:00.000
34218,2021-10-15 00:00:00.000
34219,2021-11-16 00:00:00.000
34220,2021-12-13 00:00:00.000
34222,2020-06-22 00:00:00.000
34223,2021-06-27 00:00:00.000
34230,2020-01-23 00:00:00.000
34231,2020-01-19 00:00:00.000
34232,2020-01-21 00:00:00.000
34233,2020-02-01 00:00:00.000
34234,2020-01-12 00:00:00.000
34235,2020-01-13 00:00:00.000
34236,2021-01-17 00:00:00.000
34237,2021-02-01 00:00:00.000
34238,2021-01-28 00:00:00.000
34239,2021-01-12 00:00:00.000
34240,2021-01-24 00:00:00.000
34241,2021-01-17 00:00:00.000
34244,2019-12-16 00:00:00.000
34245,2020-06-14 00:00:00.000
34246,2020-11-12 00:00:00.000
34247,2020-10-02 00:00:00.000
34248,2020-02-18 00:00:00.000
34249,2021-11-17 00:00:00.000
34250,2021-03-07 00:00:00.000
34251,2021-07-28 00:00:00.000
34252,2021-01-28 00:00:00.000
34253,2021-05-14 00:00:00.000
34254,2021-08-13 00:00:00.000
34267,2020-01-02 00:00:00.000
34268,2020-01-31 00:00:00.000
34269,2020-03-02 00:00:00.000
34270,2020-04-01 00:00:00.000
34271,2020-05-01 00:00:00.000
34272,2020-06-01 00:00:00.000
34273,2020-06-30 00:00:00.000
34274,2020-08-03 00:00:00.000
34275,2020-09-02 00:00:00.000
34276,2020-09-30 00:00:00.000
34277,2020-11-02 00:00:00.000
34278,2020-12-01 00:00:00.000
34279,2021-01-04 00:00:00.000
34280,2021-02-02 00:00:00.000
34281,2021-03-03 00:00:00.000
34282,2021-03-31 00:00:00.000
34283,2021-05-02 00:00:00.000
34284,2021-06-03 00:00:00.000
34285,2021-07-02 00:00:00.000
34286,2021-08-02 00:00:00.000
34287,2021-08-31 00:00:00.000
34288,2021-09-30 00:00:00.000
34289,2021-10-31 00:00:00.000
34290,2021-12-02 00:00:00.000
34291,2019-08-20 00:00:00.000
34292,2019-09-17 00:00:00.000
34293,2019-10-16 00:00:00.000
34294,2019-11-14 00:00:00.000
34295,2019-12-18 00:00:00.000
34296,2020-01-14 00:00:00.000
34297,2020-02-12 00:00:00.000
34298,2020-03-18 00:00:00.000
34299,2020-04-13 00:00:00.000
34300,2020-05-14 00:00:00.000
34301,2020-06-15 00:00:00.000
34302,2020-07-14 00:00:00.000
34303,2020-08-15 00:00:00.000
34304,2020-09-10 00:00:00.000
34305,2020-10-14 00:00:00.000
34306,2020-11-13 00:00:00.000
34307,2020-12-12 00:00:00.000
34308,2021-01-11 00:00:00.000
34309,2021-02-11 00:00:00.000
34310,2021-03-13 00:00:00.000
34311,2021-04-09 00:00:00.000
34312,2021-05-10 00:00:00.000
34313,2021-06-08 00:00:00.000
34314,2021-07-07 00:00:00.000
34315,2021-08-07 00:00:00.000
34316,2021-09-09 00:00:00.000
34317,2021-10-05 00:00:00.000
34318,2021-11-06 00:00:00.000
34319,2021-12-05 00:00:00.000
40404,2019-05-12 00:00:00.000
40406,2019-12-15 00:00:00.000
40409,2019-09-14 00:00:00.000
40410,2019-05-23 00:00:00.000
40411,2019-12-07 00:00:00.000
40412,2019-06-28 00:00:00.000
40413,2020-01-03 00:00:00.000
40414,2019-07-17 00:00:00.000
40415,2019-08-02 00:00:00.000
40417,2019-05-23 00:00:00.000
40418,2019-10-18 00:00:00.000
40419,2019-10-13 00:00:00.000
40420,2019-11-29 00:00:00.000
40421,2019-09-09 00:00:00.000
40422,2020-07-22 00:00:00.000
40423,2020-09-12 00:00:00.000
40424,2020-02-01 00:00:00.000
40425,2020-03-17 00:00:00.000
40426,2020-04-29 00:00:00.000
40427,2020-11-22 00:00:00.000
40428,2020-09-18 00:00:00.000
40429,2020-09-19 00:00:00.000
40430,2020-02-03 00:00:00.000
40431,2020-05-26 00:00:00.000
40432,2020-12-02 00:00:00.000
40433,2020-03-13 00:00:00.000
40434,2020-09-16 00:00:00.000
40435,2020-01-08 00:00:00.000
40436,2020-10-18 00:00:00.000
40437,2020-10-01 00:00:00.000
40438,2021-03-25 00:00:00.000
40439,2021-06-27 00:00:00.000
40440,2021-05-20 00:00:00.000
40441,2021-03-08 00:00:00.000
40442,2021-07-12 00:00:00.000
40443,2021-08-08 00:00:00.000
40444,2021-08-31 00:00:00.000
40445,2021-06-18 00:00:00.000
40446,2021-09-10 00:00:00.000
40447,2021-05-17 00:00:00.000
40448,2021-10-03 00:00:00.000
40449,2021-05-16 00:00:00.000
40450,2021-12-10 00:00:00.000
40451,2021-09-19 00:00:00.000
40459,2019-08-21 00:00:00.000
40460,2019-09-19 00:00:00.000
40461,2019-10-21 00:00:00.000
40462,2019-11-13 00:00:00.000
40463,2019-12-16 00:00:00.000
40464,2020-01-16 00:00:00.000
40465,2020-02-16 00:00:00.000
40466,2020-03-12 00:00:00.000
40467,2020-04-12 00:00:00.000
40468,2020-05-16 00:00:00.000
40469,2020-06-14 00:00:00.000
40470,2020-07-15 00:00:00.000
40471,2020-08-16 00:00:00.000
40472,2020-09-14 00:00:00.000
40473,2020-10-14 00:00:00.000
40474,2020-11-23 00:00:00.000
40475,2020-12-10 00:00:00.000
40476,2021-01-21 00:00:00.000
40478,2021-03-13 00:00:00.000
40479,2021-04-24 00:00:00.000
40481,2021-05-31 00:00:00.000
40482,2021-07-11 00:00:00.000
40483,2021-08-10 00:00:00.000
40484,2021-09-03 00:00:00.000
40485,2021-10-07 00:00:00.000
40486,2021-11-01 00:00:00.000
40487,2021-12-29 00:00:00.000
40489,2019-12-26 00:00:00.000
40497,2019-11-26 00:00:00.000
40500,2019-09-15 00:00:00.000
40502,2020-05-09 00:00:00.000
40503,2020-12-15 00:00:00.000
40505,2020-01-26 00:00:00.000
40506,2020-04-26 00:00:00.000
40508,2020-06-09 00:00:00.000
40510,2020-02-11 00:00:00.000
40513,2020-08-03 00:00:00.000
40514,2021-07-15 00:00:00.000
40518,2021-09-22 00:00:00.000
40519,2021-08-15 00:00:00.000
40525,2021-06-04 00:00:00.000
40527,2021-08-14 00:00:00.000
40532,2020-02-02 00:00:00.000
40533,2021-01-05 00:00:00.000
40534,2019-12-23 00:00:00.000
40535,2020-12-13 00:00:00.000
40543,2020-02-01 00:00:00.000
40544,2020-01-08 00:00:00.000
40545,2020-01-29 00:00:00.000
40546,2020-01-05 00:00:00.000
40547,2020-01-25 00:00:00.000
40548,2020-01-13 00:00:00.000
40555,2019-12-19 00:00:00.000
40556,2019-12-07 00:00:00.000
40560,2019-08-11 00:00:00.000
40563,2020-05-28 00:00:00.000
40565,2021-10-08 00:00:00.000
40566,2021-08-20 00:00:00.000
40567,2021-12-18 00:00:00.000
40575,2019-08-01 00:00:00.000
40576,2019-09-03 00:00:00.000
40577,2019-10-04 00:00:00.000
40578,2019-11-02 00:00:00.000
40579,2019-12-01 00:00:00.000
40580,2019-12-31 00:00:00.000
40581,2020-02-01 00:00:00.000
40582,2020-03-03 00:00:00.000
40583,2020-04-01 00:00:00.000
40584,2020-05-03 00:00:00.000
40585,2020-06-03 00:00:00.000
40586,2020-07-03 00:00:00.000
40587,2020-08-01 00:00:00.000
40588,2020-09-04 00:00:00.000
40589,2020-10-01 00:00:00.000
40590,2020-11-01 00:00:00.000
40591,2020-12-01 00:00:00.000
40592,2021-01-02 00:00:00.000
40593,2021-02-02 00:00:00.000
40594,2021-02-28 00:00:00.000
40595,2021-04-02 00:00:00.000
40596,2021-05-01 00:00:00.000
40597,2021-06-02 00:00:00.000
40598,2021-07-01 00:00:00.000
40599,2021-08-03 00:00:00.000
40600,2021-09-03 00:00:00.000
40601,2021-09-30 00:00:00.000
40602,2021-11-01 00:00:00.000
40603,2021-11-30 00:00:00.000
40604,2019-06-12 00:00:00.000
40605,2019-07-10 00:00:00.000
40606,2019-08-02 00:00:00.000
40607,2019-08-13 00:00:00.000
40608,2019-09-10 00:00:00.000
40609,2019-10-08 00:00:00.000
40610,2019-11-10 00:00:00.000
40611,2019-12-08 00:00:00.000
40612,2020-01-08 00:00:00.000
40613,2020-02-05 00:00:00.000
40614,2020-03-10 00:00:00.000
40615,2020-04-08 00:00:00.000
40616,2020-05-10 00:00:00.000
40617,2020-06-07 00:00:00.000
40618,2020-07-08 00:00:00.000
40619,2020-08-04 00:00:00.000
40620,2020-09-06 00:00:00.000
40621,2020-09-17 00:00:00.000
40622,2020-09-20 00:00:00.000
40623,2020-10-02 00:00:00.000
40624,2020-10-03 00:00:00.000
40625,2020-11-06 00:00:00.000
40626,2020-12-04 00:00:00.000
40627,2021-01-05 00:00:00.000
40628,2021-04-03 00:00:00.000
40629,2021-05-19 00:00:00.000
40630,2021-06-04 00:00:00.000
40631,2021-07-01 00:00:00.000
40632,2021-07-30 00:00:00.000
40633,2021-09-01 00:00:00.000
40634,2021-10-02 00:00:00.000
40635,2021-10-28 00:00:00.000
40636,2021-11-30 00:00:00.000
40637,2021-12-31 00:00:00.000
67923,2020-02-27 00:00:00.000
67926,2020-03-09 00:00:00.000
67927,2020-04-09 00:00:00.000
67928,2020-05-12 00:00:00.000
67929,2020-06-11 00:00:00.000
67930,2020-07-11 00:00:00.000
67931,2020-08-09 00:00:00.000
67932,2020-09-12 00:00:00.000
67933,2020-10-10 00:00:00.000
67934,2020-11-12 00:00:00.000
67935,2020-12-09 00:00:00.000
67936,2021-01-12 00:00:00.000
67937,2021-02-11 00:00:00.000
67938,2021-03-11 00:00:00.000
67939,2021-04-12 00:00:00.000
67940,2021-05-08 00:00:00.000
67941,2021-06-12 00:00:00.000
67942,2021-07-11 00:00:00.000
67943,2021-08-10 00:00:00.000
67944,2021-09-08 00:00:00.000
67945,2021-10-11 00:00:00.000
67946,2021-11-08 00:00:00.000
67947,2021-12-11 00:00:00.000
67954,2020-07-15 00:00:00.000
67955,2020-08-11 00:00:00.000
67956,2020-09-12 00:00:00.000
67957,2020-10-11 00:00:00.000
67958,2020-11-14 00:00:00.000
67959,2020-12-14 00:00:00.000
67960,2021-01-11 00:00:00.000
67961,2021-02-11 00:00:00.000
67962,2021-03-14 00:00:00.000
67963,2021-04-15 00:00:00.000
67964,2021-05-12 00:00:00.000
67965,2021-06-12 00:00:00.000
67966,2021-07-12 00:00:00.000
67967,2021-08-11 00:00:00.000
67968,2021-09-13 00:00:00.000
67969,2021-10-14 00:00:00.000
67970,2021-11-15 00:00:00.000
67971,2021-12-14 00:00:00.000
67978,2020-07-13 00:00:00.000
67979,2020-08-06 00:00:00.000
67980,2020-09-14 00:00:00.000
67981,2020-10-04 00:00:00.000
67982,2020-11-14 00:00:00.000
67983,2020-12-09 00:00:00.000
67984,2021-01-15 00:00:00.000
67985,2021-02-07 00:00:00.000
67986,2021-03-18 00:00:00.000
67987,2021-04-02 00:00:00.000
67988,2021-05-06 00:00:00.000
67989,2021-06-13 00:00:00.000
67990,2021-07-15 00:00:00.000
67991,2021-08-15 00:00:00.000
67992,2021-09-14 00:00:00.000
67993,2021-10-12 00:00:00.000
67994,2021-11-12 00:00:00.000
67995,2021-12-15 00:00:00.000
67999,2021-01-27 00:00:00.000
68000,2020-12-30 00:00:00.000
68001,2021-12-17 00:00:00.000
68002,2020-12-25 00:00:00.000
68005,2020-08-09 00:00:00.000
68006,2020-08-21 00:00:00.000
68007,2021-08-05 00:00:00.000
68008,2021-01-29 00:00:00.000
68009,2021-07-16 00:00:00.000
68017,2020-08-03 00:00:00.000
68018,2020-08-31 00:00:00.000
68019,2020-10-03 00:00:00.000
68020,2020-11-01 00:00:00.000
68021,2020-12-03 00:00:00.000
68022,2021-01-01 00:00:00.000
68023,2021-02-01 00:00:00.000
68024,2021-03-04 00:00:00.000
68025,2021-04-04 00:00:00.000
68026,2021-05-02 00:00:00.000
68027,2021-06-04 00:00:00.000
68028,2021-07-03 00:00:00.000
68029,2021-07-31 00:00:00.000
68030,2021-09-02 00:00:00.000
68031,2021-10-01 00:00:00.000
68032,2021-10-31 00:00:00.000
68033,2021-12-04 00:00:00.000
68034,2020-03-27 00:00:00.000
68035,2020-04-27 00:00:00.000
68036,2020-05-28 00:00:00.000
68037,2020-06-24 00:00:00.000
68038,2020-07-26 00:00:00.000
68039,2020-08-22 00:00:00.000
68040,2020-09-23 00:00:00.000
68041,2020-10-24 00:00:00.000
68042,2020-11-22 00:00:00.000
68043,2020-12-23 00:00:00.000
68044,2021-01-23 00:00:00.000
68045,2021-02-21 00:00:00.000
68046,2021-03-22 00:00:00.000
68047,2021-04-22 00:00:00.000
68048,2021-05-22 00:00:00.000
68049,2021-06-18 00:00:00.000
68050,2021-07-19 00:00:00.000
68051,2021-08-20 00:00:00.000
68052,2021-09-20 00:00:00.000
68053,2021-10-16 00:00:00.000
68054,2021-11-15 00:00:00.000
68055,2021-12-16 00:00:00.000
82433,2020-12-12 00:00:00.000
82445,2020-12-16 00:00:00.000
82446,2021-01-15 00:00:00.000
82447,2021-02-14 00:00:00.000
82448,2021-03-14 00:00:00.000
82449,2021-04-16 00:00:00.000
82450,2021-05-16 00:00:00.000
82451,2021-06-14 00:00:00.000
82452,2021-07-15 00:00:00.000
82453,2021-08-14 00:00:00.000
82454,2021-09-17 00:00:00.000
82455,2021-10-16 00:00:00.000
82456,2021-11-16 00:00:00.000
82457,2021-12-16 00:00:00.000
82474,2021-05-15 00:00:00.000
82475,2021-06-12 00:00:00.000
82476,2021-07-19 00:00:00.000
82477,2021-08-06 00:00:00.000
82478,2021-09-11 00:00:00.000
82479,2021-10-10 00:00:00.000
82480,2021-11-20 00:00:00.000
82481,2021-12-15 00:00:00.000
82498,2021-05-09 00:00:00.000
82499,2021-06-11 00:00:00.000
82500,2021-07-09 00:00:00.000
82501,2021-08-10 00:00:00.000
82502,2021-09-09 00:00:00.000
82503,2021-10-09 00:00:00.000
82504,2021-11-07 00:00:00.000
82505,2021-12-08 00:00:00.000
82509,2021-06-08 00:00:00.000
82513,2021-12-07 00:00:00.000
82539,2021-05-02 00:00:00.000
82540,2021-06-02 00:00:00.000
82541,2021-06-30 00:00:00.000
82542,2021-08-03 00:00:00.000
82543,2021-09-04 00:00:00.000
82544,2021-10-01 00:00:00.000
